elapsed_time,tag_id,tag_alias,rssi,arm_x,arm_y,arm_z,arm_roll,arm_pitch,arm_yaw,arm_qx,arm_qy,arm_qz,arm_qw,tof_distance
0.208347797,,,,0.7989761758552401,-0.06158066711481269,0.3349922066079405,138.08689244403217,-12.132104614489371,107.58088048283084,0.5790709267608405,0.7269429659761348,0.3452633101711634,0.13047617655270455,
0.408271551,,,,0.7990519260932235,-0.06080447773541134,0.33497918331289356,138.08823600230957,-12.1292884678754,107.63524121415841,0.5787219142631085,0.7272287537499417,0.34530391777802477,0.13032455654287695,
0.608232259,,,,0.7990664303587622,-0.060690833327134125,0.3349631387898856,138.09016601908,-12.12710065800229,107.6425101032849,0.5786736085908131,0.727276806625293,0.34529005114150146,0.13030764309165405,
0.808209419,,,,0.7990726097530574,-0.06062933097762638,0.33495207845420083,138.09143506919452,-12.12603971654497,107.6465287977538,0.5786474271294527,0.7273036047293298,0.3452817734892938,0.1302962720889425,
1.008344888,,,,0.7992191852037711,-0.06062685183815911,0.3348906652817447,138.0924331287772,-12.122692087522232,107.63476800845704,0.5787165197387859,0.7272556787980009,0.3452469395379728,0.13034921625061802,
1.208249092,,,,0.8183987791480483,-0.0689628960944452,0.3314895321272228,137.5464030126617,-12.089513668655092,105.66684181540221,0.5903981579078017,0.7156537233605046,0.3462178771582996,0.1392944540005846,
1.408261776,,,,0.8274050807700344,-0.0713883148033028,0.33410715090325455,136.89054868849357,-12.137162426735339,104.99890261536646,0.5938367261561942,0.7100868593838827,0.3496919349835605,0.14439579428044358,
1.608409166,,,,0.8403803755738307,-0.06365314001855657,0.3348221604016814,136.26633379809078,-12.15771360179895,104.77706648181811,0.5944530477598198,0.7069675816307637,0.3533637412314473,0.14817718756652812,
1.808332681,,,,0.8580450152269745,-0.04942089036510436,0.33396795535571216,135.52555871532746,-12.085760258010568,104.79377814617592,0.5932302071885952,0.7049478620562647,0.357615883432216,0.15243789875970537,
2.008396864,,,,0.8643865108396268,-0.04429660683381709,0.33466960889613473,135.16214227591988,-12.124999039806399,104.79181652906904,0.5928383473769798,0.7036943404410925,0.3600282848141777,0.15406687912808734,
