elapsed_time,tag_id,tag_alias,rssi,arm_x,arm_y,arm_z,arm_roll,arm_pitch,arm_yaw,arm_qx,arm_qy,arm_qz,arm_qw,tof_distance
0.210851908,,,,0.9382117652092454,-0.030057707905561556,0.3639540982211632,126.37586807427539,-10.313641469725445,100.4984344801807,0.5995634236664755,0.6574741463492841,0.3966863406831245,0.22559121214942474,
2.0701656341552734,E28068940000500BB6B6D55A,200mm,-61.79999923706055,0.9385493137756039,-0.03255508291332326,0.36285545155783117,126.43371877692866,-10.333965179712605,100.28442255243209,0.6009564369589754,0.6564912725357949,0.3960284683707373,0.22590268303372096,
2.0801467895507812,E28068940000500BB6B6D55A,200mm,-59.900001525878906,0.9338600707582241,-0.03751539117362407,0.3648259079010979,126.54059683217669,-10.35951001045387,100.27686063118028,0.6012753605465958,0.6567429025490625,0.3955212740273961,0.2252101741545865,
2.180528402328491,E28068940000500BB6B6D55A,200mm,-60.79999923706055,0.9342155388061595,-0.03676174339533855,0.3648071204995197,126.52376173871576,-10.354687164704206,100.30630643555345,0.6010611990229766,0.6568539512294977,0.3956529618788886,0.2252266759061205,
2.190239429473877,E28068940000500BB6B6D55A,200mm,-68.4000015258789,0.9351215320718819,-0.03525776530031832,0.36461535249254046,126.49049178099506,-10.345695484740164,100.34942638956717,0.6007256434055909,0.6569925399498503,0.39588619759072524,0.22530783910539398,
2.280200242996216,E28068940000500BB6B6D55A,200mm,-60.79999923706055,0.9388462695209864,-0.031113984559907323,0.3628766347057324,126.41799568787071,-10.330139224304814,100.36059176340444,0.600479174516156,0.6568478775863313,0.396250699617271,0.22574545341058552,
2.290123462677002,E28068940000500BB6B6D55A,200mm,-61.79999923706055,0.9393347835248039,-0.028716555028072268,0.3629118981258541,126.39185489801814,-10.323762854922416,100.48722084145228,0.5996851936796014,0.6574399852510779,0.39662000166323974,0.22548372126424931,
0.410561085,,,,0.9428822593680265,-0.009745676902674442,0.3631528401092169,126.19356275238074,-10.271951493910223,101.48826765041069,0.5933991914508251,0.6621198123509113,0.3994807991511724,0.22336034739281996,
2.390109062194824,E28068940000500BB6B6D55A,200mm,-60.79999923706055,0.9425861506946513,-0.018714873602932638,0.36307150518499637,126.20942996324966,-10.268114315371264,100.95076830026517,0.5965196147597749,0.6593959865733126,0.3983195388091154,0.22517288269405547,
2.450366258621216,E28068940000500BB6B6D55A,200mm,-60.79999923706055,0.943059992901732,-0.002453817049353572,0.3632189570648058,126.18066780794798,-10.275071135595159,101.9250756394523,0.5908541686060247,0.6643224859003518,0.40041844627797596,0.2218829737685868,
