elapsed_time,tag_id,tag_alias,rssi,arm_x,arm_y,arm_z,arm_roll,arm_pitch,arm_yaw,arm_qx,arm_qy,arm_qz,arm_qw,tof_distance
0.21028471,,,,0.4513433835478867,0.33665307197763356,0.3812114542996283,141.28250543542484,-25.78334132206717,137.0639324576139,0.40541196802479773,0.8288079419163146,0.37774568259174607,-0.07763202227173678,462.0
0.410159826,,,,0.4765326545394519,0.31838055204066557,0.3787765178569407,141.24202734595994,-25.823111902946682,135.12216218150616,0.4194983449063573,0.8215751744832531,0.3793951956404256,-0.07137686472942137,437.0
0.610315323,,,,0.5021532342158135,0.29733413044111756,0.3754398949688207,141.24658560885555,-25.830274165830023,133.02440269719102,0.43447802589355944,0.8137534354952537,0.3806244906872656,-0.06449176943120238,429.0
2.6602790355682373,E28068940000500A8C54BA19,80mm,-63.599998474121094,0.5139270049909572,0.28688610693964456,0.3736037415576946,141.2547576093614,-25.84076743556365,132.03039773643295,0.4415351921994172,0.8099515638485925,0.3811398474089902,-0.0612988987315009,424.0
0.810150623,,,,0.5243584560249154,0.277099816180982,0.37184097295717167,141.2633688024995,-25.851608012813585,131.12221220476297,0.44795566048578445,0.8064246662406082,0.3815826907281413,-0.05839207184318941,424.0
1.010246038,,,,0.5478788690516513,0.2534540258204762,0.3674650335681924,141.27116968740154,-25.859816749769486,129.0279775134953,0.46262885577813945,0.798106207424125,0.38255527554443086,-0.05150227786820746,423.0
1.21024847,,,,0.5681620390418729,0.23085106773571237,0.363072509650755,141.275701114441,-25.864793348257283,127.12185226786545,0.4758467031161362,0.790301444904506,0.38334264834975496,-0.04518799919834798,430.0
1.410395145,,,,0.5883082993206992,0.20610738126291778,0.3579491063562511,141.28410439823483,-25.87563974192686,125.12542327509887,0.4895576285372375,0.7818879957503796,0.3840482348648361,-0.038619214643157034,433.0
1.61026144,,,,0.6073037822430829,0.18019669615087558,0.35235990786390325,141.29090674508524,-25.884262386833274,123.11938628114355,0.5031815346017388,0.7731957235288707,0.3846475638104273,-0.03198387104790778,436.0
1.810269832,,,,0.6249366301653924,0.15349933679255529,0.34616678845335996,141.30946924927184,-25.90897092929744,121.12462990214313,0.51659816560699,0.7643083374082783,0.3851057123521055,-0.0255478173913942,426.0
2.010225773,,,,0.6413209434882314,0.1256829208546779,0.33966788240930246,141.31472237401042,-25.915700744412494,119.11777924852021,0.5299128373409981,0.7551417255908717,0.3854830372609304,-0.01887291914202076,430.0
